STATE	COUNTY	FIPS	CLS	PROP
Virginia	Brunswick	51025	Cfa	1.000
Virginia	Buchanan	51027	Cfa	1.000
Virginia	Buckingham	51029	Cfa	1.000
Virginia	Campbell	51031	Cfa	1.000
Virginia	Caroline	51033	Cfa	1.000
Virginia	Carroll	51035	Cfb	0.980
Virginia	Carroll	51035	Cfa	0.020
Virginia	Charles City	51036	Cfa	1.000
Virginia	Charlotte	51037	Cfa	1.000
Virginia	Charlottesville	51540	Cfa	1.000
Virginia	Chesapeake	51550	Cfa	1.000
Virginia	Chesterfield	51041	Cfa	1.000
Virginia	Clarke	51043	Cfa	1.000
Virginia	Colonial Heights	51570	Cfa	1.000
Virginia	Covington	51580	Cfa	1.000
Virginia	Craig	51045	Cfa	1.000
Virginia	Culpeper	51047	Cfa	1.000
Virginia	Cumberland	51049	Cfa	1.000
Virginia	Danville	51590	Cfa	1.000
Virginia	Dickenson	51051	Cfa	1.000
Virginia	Dinwiddie	51053	Cfa	1.000
Virginia	Emporia	51595	Cfa	1.000
Virginia	Essex	51057	Cfa	1.000
Virginia	Fairfax	51059	Cfa	1.000
Virginia	Fauquier	51061	Cfa	1.000
Virginia	Floyd	51063	Cfa	0.825
Virginia	Floyd	51063	Cfb	0.175
Virginia	Fluvanna	51065	Cfa	1.000
Virginia	Franklin	51067	Cfa	1.000
Virginia	Frederick	51069	Cfa	1.000
Virginia	Fredericksburg	51630	Cfa	1.000
Virginia	Galax	51640	Cfb	1.000
Virginia	Giles	51071	Cfb	0.949
Virginia	Giles	51071	Cfa	0.051
Virginia	Gloucester	51073	Cfa	1.000
Virginia	Goochland	51075	Cfa	1.000
Virginia	Grayson	51077	Cfb	1.000
Virginia	Greene	51079	Cfa	1.000
Virginia	Greensville	51081	Cfa	1.000
Virginia	Halifax	51083	Cfa	1.000
Virginia	Hampton	51650	Cfa	1.000
Virginia	Hanover	51085	Cfa	1.000
Virginia	Harrisonburg	51660	Cfa	1.000
Virginia	Henrico	51087	Cfa	1.000
Virginia	Henry	51089	Cfa	1.000
Virginia	Highland	51091	Dfb	0.089
Virginia	Highland	51091	Cfb	0.644
Virginia	Highland	51091	Cfa	0.267
Virginia	Hopewell	51670	Cfa	1.000
Virginia	Isle of Wight	51093	Cfa	1.000
Virginia	James City	51095	Cfa	1.000
Virginia	King and Queen	51097	Cfa	1.000
Virginia	King George	51099	Cfa	1.000
Virginia	King William	51101	Cfa	1.000
Virginia	Lancaster	51103	Cfa	1.000
Virginia	Lee	51105	Cfa	1.000
Virginia	Loudoun	51107	Cfa	1.000
Virginia	Louisa	51109	Cfa	1.000
Virginia	Lunenburg	51111	Cfa	1.000
Virginia	Lynchburg	51680	Cfa	1.000
Virginia	Madison	51113	Cfa	1.000
Virginia	Manassas	51683	Cfa	1.000
Virginia	Martinsville	51690	Cfa	1.000
Virginia	Mathews	51115	Cfa	1.000
Virginia	Mecklenburg	51117	Cfa	1.000
Virginia	Middlesex	51119	Cfa	1.000
Virginia	Montgomery	51121	Cfb	0.132
Virginia	Montgomery	51121	Cfa	0.868
Virginia	Nelson	51125	Cfa	1.000
Virginia	New Kent	51127	Cfa	1.000
Virginia	Newport News	51700	Cfa	1.000
Virginia	Norfolk	51710	Cfa	1.000
Virginia	Northampton	51131	Cfa	1.000
Virginia	Northumberland	51133	Cfa	1.000
Virginia	Norton	51720	Cfa	1.000
Virginia	Nottoway	51135	Cfa	1.000
Virginia	Orange	51137	Cfa	1.000
Virginia	Page	51139	Cfa	1.000
Virginia	Patrick	51141	Cfb	0.082
Virginia	Patrick	51141	Cfa	0.918
Virginia	Petersburg	51730	Cfa	1.000
Virginia	Pittsylvania	51143	Cfa	1.000
Virginia	Poquoson	51735	Cfa	1.000
Virginia	Portsmouth	51740	Cfa	1.000
Virginia	Powhatan	51145	Cfa	1.000
Virginia	Prince Edward	51147	Cfa	1.000
Virginia	Prince George	51149	Cfa	1.000
Virginia	Prince William	51153	Cfa	1.000
Virginia	Pulaski	51155	Cfb	1.000
Virginia	Radford	51750	Cfb	1.000
Virginia	Rappahannock	51157	Cfa	1.000
Virginia	Richmond	51159	Cfa	1.000
Virginia	Roanoke	51161	Cfa	1.000
Virginia	Rockbridge	51163	Cfa	1.000
Virginia	Rockingham	51165	Cfb	0.163
Virginia	Rockingham	51165	Cfa	0.837
Virginia	Russell	51167	Cfa	0.840
Virginia	Russell	51167	Cfb	0.160
Virginia	Salem	51775	Cfa	1.000
Virginia	Scott	51169	Cfa	1.000
Virginia	Shenandoah	51171	Cfa	1.000
Virginia	Smyth	51173	Cfb	1.000
Virginia	Southampton	51175	Cfa	1.000
Virginia	Spotsylvania	51177	Cfa	1.000
Virginia	Stafford	51179	Cfa	1.000
Virginia	Staunton	51790	Cfa	1.000
Virginia	Suffolk	51800	Cfa	1.000
Virginia	Surry	51181	Cfa	1.000
Virginia	Sussex	51183	Cfa	1.000
Virginia	Tazewell	51185	Cfa	0.536
Virginia	Tazewell	51185	Cfb	0.464
Virginia	Virginia Beach	51810	Cfa	1.000
Virginia	Warren	51187	Cfa	1.000
Virginia	Washington	51191	Cfa	0.379
Virginia	Washington	51191	Cfb	0.621
Virginia	Waynesboro	51820	Cfa	1.000
Virginia	Westmoreland	51193	Cfa	1.000
Virginia	Williamsburg	51830	Cfa	1.000
Virginia	Winchester	51840	Cfa	1.000
Virginia	Wise	51195	Cfa	1.000
Virginia	Wythe	51197	Cfb	1.000
Virginia	York	51199	Cfa	1.000
Washington	Adams	53001	BSk	0.965
Washington	Adams	53001	Csb	0.022
Washington	Adams	53001	Csa	0.013
Washington	Asotin	53003	Csb	0.932
Washington	Asotin	53003	Cfb	0.068
Washington	Benton	53005	BSk	0.667
Washington	Benton	53005	Csa	0.333
Washington	Chelan	53007	Dsc	0.265
Washington	Chelan	53007	Dsb	0.528
Washington	Chelan	53007	Csb	0.193
Washington	Chelan	53007	BSk	0.013
Washington	Clallam	53009	Cfb	0.597
Washington	Clallam	53009	Csb	0.403
Washington	Clark	53011	Csb	1.000
Washington	Columbia	53013	BSk	0.064
Washington	Columbia	53013	Csa	0.275
Washington	Columbia	53013	Csb	0.661
Washington	Cowlitz	53015	Csb	1.000
Washington	Douglas	53017	Dsb	0.253
Washington	Douglas	53017	BSk	0.659
Washington	Douglas	53017	Csb	0.087
Washington	Ferry	53019	Dfb	0.491
Washington	Ferry	53019	Dsb	0.443
Washington	Ferry	53019	BSk	0.038
Washington	Ferry	53019	Csb	0.028
Washington	Franklin	53021	BSk	1.000
Washington	Garfield	53023	Csa	0.287
Washington	Garfield	53023	Csb	0.713
Washington	Grant	53025	BSk	0.997
Washington	Grant	53025	Csb	0.003
Washington	Grays Harbor	53027	Cfb	0.654
Washington	Grays Harbor	53027	Csb	0.346
Washington	Island	53029	Csb	1.000
Washington	Jefferson	53031	Csb	0.397
Washington	Jefferson	53031	Cfb	0.603
Washington	King	53033	Csb	0.786
Washington	King	53033	Cfb	0.214
Washington	Kitsap	53035	Csb	1.000
Washington	Kittitas	53037	Csb	0.799
Washington	Kittitas	53037	Dsb	0.011
Washington	Kittitas	53037	BSk	0.190
Washington	Klickitat	53039	Csb	0.948
Washington	Klickitat	53039	Csa	0.013
Washington	Klickitat	53039	BSk	0.039
Washington	Lewis	53041	Csb	0.961
Washington	Lewis	53041	Dsb	0.039
Washington	Lincoln	53043	BSk	0.602
Washington	Lincoln	53043	Csb	0.307
Washington	Lincoln	53043	Dsb	0.091
Washington	Mason	53045	Csb	1.000
Washington	Okanogan	53047	Dsc	0.235
Washington	Okanogan	53047	Dfb	0.345
Washington	Okanogan	53047	Dsb	0.412
Washington	Okanogan	53047	BSk	0.007
Washington	Pacific	53049	Csb	1.000
Washington	Pend Oreille	53051	Dfb	0.549
Washington	Pend Oreille	53051	Dsb	0.451
Washington	Pierce	53053	Csb	0.985
Washington	Pierce	53053	Dsb	0.015
Washington	San Juan	53055	Csb	1.000
Washington	Skagit	53057	Csb	0.195
Washington	Skagit	53057	Cfb	0.445
Washington	Skagit	53057	Dfc	0.136
Washington	Skagit	53057	Dsc	0.223
Washington	Skamania	53059	Csb	1.000
Washington	Snohomish	53061	Csb	0.373
Washington	Snohomish	53061	Cfb	0.392
Washington	Snohomish	53061	Dsc	0.235
Washington	Spokane	53063	Dsb	0.247
Washington	Spokane	53063	Csb	0.753
Washington	Stevens	53065	Dfb	0.394
Washington	Stevens	53065	Dsb	0.551
Washington	Stevens	53065	Csb	0.054
Washington	Thurston	53067	Csb	1.000
Washington	Wahkiakum	53069	Csb	1.000
Washington	Walla Walla	53071	BSk	0.513
Washington	Walla Walla	53071	Csa	0.487
Washington	Whatcom	53073	Csb	0.093
Washington	Whatcom	53073	Cfb	0.519
Washington	Whatcom	53073	Dfc	0.259
Washington	Whatcom	53073	Dsc	0.130
Washington	Whitman	53075	Csb	0.678
Washington	Whitman	53075	BSk	0.066
Washington	Whitman	53075	Csa	0.256
Washington	Yakima	53077	Csb	0.675
Washington	Yakima	53077	Dsb	0.160
Washington	Yakima	53077	BSk	0.113
Washington	Yakima	53077	Csa	0.052
West Virginia	Barbour	54001	Cfa	0.459
West Virginia	Barbour	54001	Cfb	0.486
West Virginia	Barbour	54001	Dfb	0.054
West Virginia	Berkeley	54003	Cfa	1.000
West Virginia	Boone	54005	Cfa	1.000
West Virginia	Braxton	54007	Cfa	0.963
West Virginia	Braxton	54007	Cfb	0.037
West Virginia	Brooke	54009	Cfa	1.000
West Virginia	Cabell	54011	Cfa	1.000
West Virginia	Calhoun	54013	Cfa	1.000
West Virginia	Clay	54015	Cfa	0.833
West Virginia	Clay	54015	Cfb	0.167
West Virginia	Doddridge	54017	Cfa	1.000
West Virginia	Fayette	54019	Cfa	0.456
West Virginia	Fayette	54019	Cfb	0.544
West Virginia	Gilmer	54021	Cfa	1.000
West Virginia	Grant	54023	Cfb	1.000
West Virginia	Greenbrier	54025	Cfb	0.636
West Virginia	Greenbrier	54025	Cfa	0.364
West Virginia	Hampshire	54027	Cfa	1.000
West Virginia	Hancock	54029	Dfb	0.600
West Virginia	Hancock	54029	Cfa	0.400
West Virginia	Hardy	54031	Cfb	0.175
West Virginia	Hardy	54031	Cfa	0.825
West Virginia	Harrison	54033	Cfa	1.000
West Virginia	Jackson	54035	Cfa	1.000
West Virginia	Jefferson	54037	Cfa	1.000
West Virginia	Kanawha	54039	Cfa	0.990
West Virginia	Kanawha	54039	Cfb	0.010
West Virginia	Lewis	54041	Cfa	0.738
West Virginia	Lewis	54041	Cfb	0.262
West Virginia	Lincoln	54043	Cfa	1.000
West Virginia	Logan	54045	Cfa	1.000
West Virginia	Marion	54049	Cfa	1.000
West Virginia	Marshall	54051	Cfa	1.000
West Virginia	Mason	54053	Cfa	1.000
West Virginia	McDowell	54047	Cfa	0.772
West Virginia	McDowell	54047	Cfb	0.228
West Virginia	Mercer	54055	Cfb	1.000
West Virginia	Mineral	54057	Cfa	0.618
West Virginia	Mineral	54057	Cfb	0.382
West Virginia	Mingo	54059	Cfa	1.000
West Virginia	Monongalia	54061	Cfa	0.514
West Virginia	Monongalia	54061	Cfb	0.486
West Virginia	Monroe	54063	Cfb	0.580
West Virginia	Monroe	54063	Cfa	0.420
West Virginia	Morgan	54065	Cfa	1.000
West Virginia	Nicholas	54067	Cfa	0.171
West Virginia	Nicholas	54067	Cfb	0.829
West Virginia	Ohio	54069	Cfa	1.000
West Virginia	Pendleton	54071	Dfb	0.099
West Virginia	Pendleton	54071	Cfb	0.817
West Virginia	Pendleton	54071	Cfa	0.085
West Virginia	Pleasants	54073	Cfa	1.000
West Virginia	Pocahontas	54075	Dfb	0.180
West Virginia	Pocahontas	54075	Cfb	0.820
West Virginia	Preston	54077	Cfb	1.000
West Virginia	Putnam	54079	Cfa	1.000
West Virginia	Raleigh	54081	Cfa	0.061
West Virginia	Raleigh	54081	Cfb	0.939
West Virginia	Randolph	54083	Cfb	0.389
West Virginia	Randolph	54083	Dfb	0.611
West Virginia	Ritchie	54085	Cfa	1.000
West Virginia	Roane	54087	Cfa	1.000
West Virginia	Summers	54089	Cfb	1.000
West Virginia	Taylor	54091	Cfa	0.632
West Virginia	Taylor	54091	Cfb	0.368
West Virginia	Tucker	54093	Cfb	1.000
West Virginia	Tyler	54095	Cfa	1.000
West Virginia	Upshur	54097	Cfa	0.205
West Virginia	Upshur	54097	Cfb	0.795
West Virginia	Wayne	54099	Cfa	1.000
West Virginia	Webster	54101	Cfa	0.098
West Virginia	Webster	54101	Cfb	0.902
West Virginia	Wetzel	54103	Cfa	1.000
West Virginia	Wirt	54105	Cfa	1.000
West Virginia	Wood	54107	Cfa	1.000
West Virginia	Wyoming	54109	Cfa	0.607
West Virginia	Wyoming	54109	Cfb	0.393
Wisconsin	Adams	55001	Dfb	1.000
Wisconsin	Ashland	55003	Dfb	1.000
Wisconsin	Barron	55005	Dfb	1.000
Wisconsin	Bayfield	55007	Dfb	1.000
Wisconsin	Brown	55009	Dfb	1.000
Wisconsin	Buffalo	55011	Dfb	0.284
Wisconsin	Buffalo	55011	Dfa	0.716
Wisconsin	Burnett	55013	Dfb	1.000
Wisconsin	Calumet	55015	Dfb	1.000
Wisconsin	Chippewa	55017	Dfb	1.000
Wisconsin	Clark	55019	Dfb	1.000
Wisconsin	Columbia	55021	Dfb	1.000
Wisconsin	Crawford	55023	Dfa	0.364
Wisconsin	Crawford	55023	Dfb	0.636
Wisconsin	Dane	55025	Dfb	1.000
Wisconsin	Dodge	55027	Dfb	0.444
Wisconsin	Dodge	55027	Dfa	0.556
Wisconsin	Door	55029	Dfb	1.000
Wisconsin	Douglas	55031	Dfb	1.000
Wisconsin	Dunn	55033	Dfb	1.000
Wisconsin	Eau Claire	55035	Dfb	1.000
Wisconsin	Florence	55037	Dfb	1.000
Wisconsin	Fond du Lac	55039	Dfb	1.000
Wisconsin	Forest	55041	Dfb	1.000
Wisconsin	Grant	55043	Dfb	0.308
Wisconsin	Grant	55043	Dfa	0.692
Wisconsin	Green	55045	Dfb	1.000
Wisconsin	Green Lake	55047	Dfb	1.000
Wisconsin	Iowa	55049	Dfb	1.000
Wisconsin	Iron	55051	Dfb	1.000
Wisconsin	Jackson	55053	Dfb	1.000
Wisconsin	Jefferson	55055	Dfa	1.000
Wisconsin	Juneau	55057	Dfb	1.000
Wisconsin	Kenosha	55059	Dfb	1.000
Wisconsin	Kewaunee	55061	Dfb	1.000
Wisconsin	La Crosse	55063	Dfb	0.392
Wisconsin	La Crosse	55063	Dfa	0.608
Wisconsin	Lafayette	55065	Dfb	1.000
Wisconsin	Langlade	55067	Dfb	1.000
Wisconsin	Lincoln	55069	Dfb	1.000
Wisconsin	Manitowoc	55071	Dfb	1.000
Wisconsin	Marathon	55073	Dfb	1.000
Wisconsin	Marinette	55075	Dfb	1.000
Wisconsin	Marquette	55077	Dfb	1.000
Wisconsin	Menominee	55078	Dfb	1.000
Wisconsin	Milwaukee	55079	Dfb	1.000
Wisconsin	Monroe	55081	Dfb	1.000
Wisconsin	Oconto	55083	Dfb	1.000
Wisconsin	Oneida	55085	Dfb	1.000
Wisconsin	Outagamie	55087	Dfb	1.000
Wisconsin	Ozaukee	55089	Dfb	1.000
Wisconsin	Pepin	55091	Dfb	1.000
Wisconsin	Pierce	55093	Dfa	0.354
Wisconsin	Pierce	55093	Dfb	0.646
Wisconsin	Polk	55095	Dfb	1.000
Wisconsin	Portage	55097	Dfb	1.000
Wisconsin	Price	55099	Dfb	1.000
Wisconsin	Racine	55101	Dfb	1.000
Wisconsin	Richland	55103	Dfb	1.000
Wisconsin	Rock	55105	Dfb	0.598
Wisconsin	Rock	55105	Dfa	0.402
Wisconsin	Rusk	55107	Dfb	1.000
Wisconsin	Saint Croix	55109	Dfb	0.824
Wisconsin	Saint Croix	55109	Dfa	0.176
Wisconsin	Sauk	55111	Dfb	1.000
Wisconsin	Sawyer	55113	Dfb	1.000
Wisconsin	Shawano	55115	Dfb	1.000
Wisconsin	Sheboygan	55117	Dfb	1.000
Wisconsin	Taylor	55119	Dfb	1.000
Wisconsin	Trempealeau	55121	Dfb	0.880
Wisconsin	Trempealeau	55121	Dfa	0.120
Wisconsin	Vernon	55123	Dfa	0.300
Wisconsin	Vernon	55123	Dfb	0.700
Wisconsin	Vilas	55125	Dfb	1.000
Wisconsin	Walworth	55127	Dfa	0.569
Wisconsin	Walworth	55127	Dfb	0.431
Wisconsin	Washburn	55129	Dfb	1.000
Wisconsin	Washington	55131	Dfb	1.000
Wisconsin	Waukesha	55133	Dfa	0.100
Wisconsin	Waukesha	55133	Dfb	0.900
Wisconsin	Waupaca	55135	Dfb	1.000
Wisconsin	Waushara	55137	Dfb	1.000
Wisconsin	Winnebago	55139	Dfb	1.000
Wisconsin	Wood	55141	Dfb	1.000
Wyoming	Albany	56001	Dfb	0.257
Wyoming	Albany	56001	BSk	0.636
Wyoming	Albany	56001	Dfc	0.106
Wyoming	Big Horn	56003	BSk	0.362
Wyoming	Big Horn	56003	BWk	0.638
Wyoming	Campbell	56005	BSk	1.000
Wyoming	Carbon	56007	BSk	0.099
Wyoming	Carbon	56007	Dfb	0.846
Wyoming	Carbon	56007	Dfc	0.055
Wyoming	Converse	56009	BSk	0.998
Wyoming	Converse	56009	Dfb	0.002
Wyoming	Crook	56011	BSk	0.839
Wyoming	Crook	56011	Dfb	0.161
Wyoming	Fremont	56013	Dfc	0.122
Wyoming	Fremont	56013	BSk	0.780
Wyoming	Fremont	56013	Dfb	0.098
Wyoming	Goshen	56015	BSk	1.000
Wyoming	Hot Springs	56017	BSk	0.544
Wyoming	Hot Springs	56017	BWk	0.456
Wyoming	Johnson	56019	BSk	1.000
Wyoming	Laramie	56021	BSk	1.000
Wyoming	Lincoln	56023	Dfb	0.522
Wyoming	Lincoln	56023	Dfc	0.478
Wyoming	Natrona	56025	BSk	0.969
Wyoming	Natrona	56025	Dfb	0.031
Wyoming	Niobrara	56027	BSk	1.000
Wyoming	Park	56029	Dfc	0.520
Wyoming	Park	56029	Dfb	0.122
Wyoming	Park	56029	BSk	0.358
Wyoming	Platte	56031	BSk	1.000
Wyoming	Sheridan	56033	BSk	1.000
Wyoming	Sublette	56035	Dfc	0.305
Wyoming	Sublette	56035	Dfb	0.503
Wyoming	Sublette	56035	BSk	0.192
Wyoming	Sweetwater	56037	Dfb	0.400
Wyoming	Sweetwater	56037	BSk	0.600
Wyoming	Teton	56039	Dfc	0.951
Wyoming	Teton	56039	Dfb	0.049
Wyoming	Uinta	56041	Dfb	1.000
Wyoming	Washakie	56043	BSk	0.398
Wyoming	Washakie	56043	BWk	0.602
Wyoming	Weston	56045	BSk	0.878
Wyoming	Weston	56045	Dfb	0.122
